Car No,Expense Center,Month,Year,location,lon,lat
140596,0210,MAY,2016,OPP 337 SUMMER ST,-71.04812,42.34892
140596,0210,DEC,2017,OPP 337 SUMMER ST,-71.04812,42.34892
140596,0210,JUN,2018,OPP 337 SUMMER ST,-71.04812,42.34892
140596,0210,JUN,2015,OPP 337 SUMMER ST,-71.04812,42.34892
140596,0210,JUL,2017,OPP 337 SUMMER ST,-71.04812,42.34892
140596,0210,OCT,2017,OPP 337 SUMMER ST,-71.04812,42.34892
140596,0210,SEP,2016,OPP 337 SUMMER ST,-71.04812,42.34892
140771,0210,FEB,2018,OPP 337 SUMMER ST,-71.04812,42.34892
140771,0210,MAY,2017,OPP 337 SUMMER ST,-71.04812,42.34892
140771,0210,AUG,2017,OPP 337 SUMMER ST,-71.04812,42.34892
140771,0210,NOV,2017,OPP 337 SUMMER ST,-71.04812,42.34892
140771,0210,NOV,2015,OPP 337 SUMMER ST,-71.04812,42.34892
140771,0210,DEC,2015,OPP 337 SUMMER ST,-71.04812,42.34892
140771,0210,MAY,2017,OPP 337 SUMMER ST,-71.04812,42.34892
140789,0231,JAN,2015,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
140789,0231,DEC,2015,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
140789,0231,MAR,2015,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
140789,0231,DEC,2016,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
140789,0231,OCT,2015,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
140866,0231,APR,2015,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
140866,0231,DEC,2017,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
140866,0231,FEB,2017,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
140866,0231,SEP,2015,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
140866,0231,JUN,2018,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
141110,0210,AUG,2015,OPP 337 SUMMER ST,-71.04812,42.34892
141110,0210,JUN,2016,OPP 337 SUMMER ST,-71.04812,42.34892
141110,0210,JAN,2015,OPP 337 SUMMER ST,-71.04812,42.34892
141110,0210,JUL,2018,OPP 337 SUMMER ST,-71.04812,42.34892
141110,0210,JUL,2016,OPP 337 SUMMER ST,-71.04812,42.34892
141110,0210,JUL,2015,OPP 337 SUMMER ST,-71.04812,42.34892
141110,0210,JAN,2015,OPP 337 SUMMER ST,-71.04812,42.34892
141126,0231,JUN,2015,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
141126,0231,JUN,2017,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
141126,0231,NOV,2017,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
141126,0231,FEB,2016,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
141126,0231,OCT,2016,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
141126,0231,MAY,2015,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
142591,0231,JAN,2015,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
142591,0231,JUN,2015,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
142591,0231,MAY,2016,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
142591,0231,MAR,2015,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
142591,0231,JUN,2016,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
142592,0210,APR,2015,OPP 337 SUMMER ST,-71.04812,42.34892
142592,0210,SEP,2018,OPP 337 SUMMER ST,-71.04812,42.34892
142592,0210,APR,2018,OPP 337 SUMMER ST,-71.04812,42.34892
142592,0210,FEB,2015,OPP 337 SUMMER ST,-71.04812,42.34892
142592,0210,JUN,2018,OPP 337 SUMMER ST,-71.04812,42.34892
142592,0210,OCT,2017,OPP 337 SUMMER ST,-71.04812,42.34892
142592,0210,SEP,2015,OPP 337 SUMMER ST,-71.04812,42.34892
142593,0231,SEP,2017,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
142593,0231,JAN,2018,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
142593,0231,SEP,2016,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
142593,0231,DEC,2018,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
142593,0231,DEC,2017,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
142595,0231,MAR,2017,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
142595,0231,NOV,2018,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
142595,0231,FEB,2017,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
142595,0231,JUL,2018,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
142595,0231,NOV,2015,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
142597,0231,FEB,2016,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
142597,0231,MAY,2017,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
142597,0231,NOV,2017,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
142597,0231,APR,2017,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
142597,0231,JAN,2015,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
142598,0215,JUL,2017,FEDERAL ST / HIGH ST,-71.05591,42.35405
142598,0215,FEB,2018,FEDERAL ST / HIGH ST,-71.05591,42.35405
142598,0215,OCT,2016,FEDERAL ST / HIGH ST,-71.05591,42.35405
142598,0215,JUN,2015,FEDERAL ST / HIGH ST,-71.05591,42.35405
142598,0215,DEC,2015,FEDERAL ST / HIGH ST,-71.05591,42.35405
142598,0215,JUN,2016,FEDERAL ST / HIGH ST,-71.05591,42.35405
142606,0210,FEB,2016,OPP 337 SUMMER ST,-71.04812,42.34892
142606,0210,JUN,2017,OPP 337 SUMMER ST,-71.04812,42.34892
142606,0210,JUN,2017,OPP 337 SUMMER ST,-71.04812,42.34892
142606,0210,JAN,2015,OPP 337 SUMMER ST,-71.04812,42.34892
142606,0210,JUL,2018,OPP 337 SUMMER ST,-71.04812,42.34892
142606,0210,JUL,2016,OPP 337 SUMMER ST,-71.04812,42.34892
142606,0210,JUN,2016,OPP 337 SUMMER ST,-71.04812,42.34892
142606,0210,AUG,2017,OPP 337 SUMMER ST,-71.04812,42.34892
142607,0210,JUN,2017,OPP 337 SUMMER ST,-71.04812,42.34892
142607,0210,APR,2018,OPP 337 SUMMER ST,-71.04812,42.34892
142607,0210,MAY,2018,OPP 337 SUMMER ST,-71.04812,42.34892
142607,0210,JUL,2018,OPP 337 SUMMER ST,-71.04812,42.34892
142607,0210,JUL,2015,OPP 337 SUMMER ST,-71.04812,42.34892
142607,0210,AUG,2016,OPP 337 SUMMER ST,-71.04812,42.34892
142607,0210,JUN,2016,OPP 337 SUMMER ST,-71.04812,42.34892
142607,0210,JAN,2018,OPP 337 SUMMER ST,-71.04812,42.34892
107499,0231,JAN,2015,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
107499,0231,DEC,2016,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
107499,0231,FEB,2017,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
107499,0231,APR,2015,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
107499,0231,MAR,2018,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
107984,0231,FEB,2015,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
107984,0231,MAR,2015,CHARLES ST / BOYLSTON ST,-71.118926,42.342298
107984,0231,JAN,2015,A STREET / MOUNT WASHINGTON AVE,-71.05225,42.34695
107984,0231,DEC,2016,A STREET / MOUNT WASHINGTON AVE,-71.05225,42.34695
107984,0231,SEP,2015,A STREET / MOUNT WASHINGTON AVE,-71.05225,42.34695
108551,0231,MAY,2016,A STREET / MOUNT WASHINGTON AVE,-71.05225,42.34695
108551,0231,AUG,2018,A STREET / MOUNT WASHINGTON AVE,-71.05225,42.34695
108551,0231,FEB,2018,A STREET / MOUNT WASHINGTON AVE,-71.05225,42.34695
108551,0231,MAR,2017,A STREET / MOUNT WASHINGTON AVE,-71.05225,42.34695
108554,0231,DEC,2018,A STREET / MOUNT WASHINGTON AVE,-71.05225,42.34695
108554,0231,APR,2016,A STREET / MOUNT WASHINGTON AVE,-71.05225,42.34695
108554,0231,FEB,2015,A STREET / MOUNT WASHINGTON AVE,-71.05225,42.34695
108554,0231,JAN,2015,A STREET / MOUNT WASHINGTON AVE,-71.05225,42.34695
108555,0231,OCT,2017,A STREET / MOUNT WASHINGTON AVE,-71.05225,42.34695
108555,0231,DEC,2016,A STREET / MOUNT WASHINGTON AVE,-71.05225,42.34695
108555,0231,MAR,2016,A STREET / MOUNT WASHINGTON AVE,-71.05225,42.34695
108555,0231,NOV,2017,A STREET / MOUNT WASHINGTON AVE,-71.05225,42.34695
108555,0231,DEC,2018,A STREET / MOUNT WASHINGTON AVE,-71.05225,42.34695
109587,0231,MAR,2015,A STREET / MOUNT WASHINGTON AVE,-71.05225,42.34695
109587,0231,DEC,2017,A STREET / MOUNT WASHINGTON AVE,-71.05225,42.34695
109587,0231,JUL,2018,A STREET / MOUNT WASHINGTON AVE,-71.05225,42.34695
109587,0231,APR,2016,A STREET / MOUNT WASHINGTON AVE,-71.05225,42.34695
109587,0231,JUL,2015,A STREET / MOUNT WASHINGTON AVE,-71.05225,42.34695
109587,0231,MAR,2018,A STREET / MOUNT WASHINGTON AVE,-71.05225,42.34695
109587,0231,JUN,2015,A STREET / MOUNT WASHINGTON AVE,-71.05225,42.34695
109587,0231,JUN,2018,A STREET / MOUNT WASHINGTON AVE,-71.05225,42.34695
109617,0231,MAR,2018,A STREET / MOUNT WASHINGTON AVE,-71.05225,42.34695
109617,0231,JUL,2018,A STREET / MOUNT WASHINGTON AVE,-71.05225,42.34695
109617,0231,JAN,2015,A STREET / MOUNT WASHINGTON AVE,-71.05225,42.34695
109617,0231,DEC,2016,A STREET / MOUNT WASHINGTON AVE,-71.05225,42.34695
109617,0231,APR,2015,A STREET / MOUNT WASHINGTON AVE,-71.05225,42.34695
110906,0231,JUL,2015,A STREET / MOUNT WASHINGTON AVE,-71.05225,42.34695
110906,0231,DEC,2017,A STREET / MOUNT WASHINGTON AVE,-71.05225,42.34695
110906,0231,DEC,2015,A STREET / MOUNT WASHINGTON AVE,-71.05225,42.34695
110909,0231,JAN,2015,A STREET / MOUNT WASHINGTON AVE,-71.05225,42.34695
110909,0231,JUN,2017,A STREET / MOUNT WASHINGTON AVE,-71.05225,42.34695
110909,0231,JUL,2016,A STREET / MOUNT WASHINGTON AVE,-71.05225,42.34695
110909,0231,NOV,2016,A STREET / MOUNT WASHINGTON AVE,-71.05225,42.34695
110909,0231,DEC,2017,241 A ST,-71.05111,42.34655
119519,0231,FEB,2017,241 A ST,-71.05111,42.34655
119519,0231,JUN,2017,241 A ST,-71.05111,42.34655
119519,0231,JUL,2015,241 A ST,-71.05111,42.34655
119519,0231,JAN,2015,241 A ST,-71.05111,42.34655
119629,0210,JAN,2015,OPP 337 SUMMER ST,-71.04812,42.34892
119629,0210,NOV,2017,OPP 337 SUMMER ST,-71.04812,42.34892
119629,0210,DEC,2015,OPP 337 SUMMER ST,-71.04812,42.34892
130060,0210,APR,2017,OPP 337 SUMMER ST,-71.04812,42.34892
130060,0210,NOV,2016,OPP 337 SUMMER ST,-71.04812,42.34892
130060,0210,MAR,2016,OPP 337 SUMMER ST,-71.04812,42.34892
130060,0210,NOV,2015,OPP 337 SUMMER ST,-71.04812,42.34892
130060,0210,DEC,2018,OPP 337 SUMMER ST,-71.04812,42.34892
130061,0231,MAR,2017,241 A ST,-71.05111,42.34655
130061,0231,FEB,2015,241 A ST,-71.05111,42.34655
130061,0231,FEB,2018,241 A ST,-71.05111,42.34655
130061,0231,OCT,2016,241 A ST,-71.05111,42.34655
130061,0231,JAN,2015,241 A ST,-71.05111,42.34655
130061,0231,DEC,2016,241 A ST,-71.05111,42.34655
130061,0231,AUG,2015,241 A ST,-71.05111,42.34655
130063,0210,DEC,2015,OPP 337 SUMMER ST,-71.04812,42.34892
130063,0210,FEB,2015,OPP 337 SUMMER ST,-71.04812,42.34892
130063,0210,JAN,2015,OPP 337 SUMMER ST,-71.04812,42.34892
130063,0210,SEP,2018,OPP 337 SUMMER ST,-71.04812,42.34892
130063,0210,NOV,2016,OPP 337 SUMMER ST,-71.04812,42.34892
130248,0215,APR,2018,FEDERAL ST / HIGH ST,-71.05591,42.35405
130248,0215,SEP,2017,FEDERAL ST / HIGH ST,-71.05591,42.35405
130248,0215,NOV,2015,FEDERAL ST / HIGH ST,-71.05591,42.35405
130248,0215,MAY,2016,FEDERAL ST / HIGH ST,-71.05591,42.35405
130248,0215,MAY,2015,FEDERAL ST / HIGH ST,-71.05591,42.35405
130248,0215,FEB,2016,FEDERAL ST / HIGH ST,-71.05591,42.35405
130249,0212,DEC,2015,75 NORTHERN AV,-71.045284,42.352291
130249,0212,JAN,2015,75 NORTHERN AV,-71.045284,42.352291
130249,0212,NOV,2018,75 NORTHERN AV,-71.045284,42.352291
130435,0210,APR,2018,OPP 337 SUMMER ST,-71.04812,42.34892
130435,0210,FEB,2017,241 ST BOTOLPH ST,-71.084873,42.341957
130435,0210,DEC,2018,241 ST BOTOLPH ST,-71.084873,42.341957
130435,0210,OCT,2017,241 ST BOTOLPH ST,-71.084873,42.341957
130435,0210,APR,2015,241 ST BOTOLPH ST,-71.084873,42.341957
130435,0210,DEC,2017,241 ST BOTOLPH ST,-71.084873,42.341957
130615,0210,FEB,2015,241 ST BOTOLPH ST,-71.084873,42.341957
130615,0210,JAN,2015,241 ST BOTOLPH ST,-71.084873,42.341957
130615,0210,DEC,2015,241 ST BOTOLPH ST,-71.084873,42.341957
130615,0210,MAR,2015,241 ST BOTOLPH ST,-71.084873,42.341957
130615,0210,APR,2017,241 ST BOTOLPH ST,-71.084873,42.341957
130817,0210,JAN,2015,241 ST BOTOLPH ST,-71.084873,42.341957
130817,0210,APR,2016,241 ST BOTOLPH ST,-71.084873,42.341957
130817,0210,MAY,2017,241 ST BOTOLPH ST,-71.084873,42.341957
130817,0210,JAN,2015,241 ST BOTOLPH ST,-71.084873,42.341957
131036,0215,DEC,2018,FEDERAL ST / HIGH ST,-71.05591,42.35405
131036,0215,NOV,2015,FEDERAL ST / HIGH ST,-71.05591,42.35405
131036,0215,DEC,2016,FEDERAL ST / HIGH ST,-71.05591,42.35405
131036,0215,MAR,2017,FEDERAL ST / HIGH ST,-71.05591,42.35405
131036,0215,MAY,2017,FEDERAL ST / HIGH ST,-71.05591,42.35405
131036,0215,APR,2018,FEDERAL ST / HIGH ST,-71.05591,42.35405
131036,0215,FEB,2018,FEDERAL ST / HIGH ST,-71.05591,42.35405
131091,0212,NOV,2016,75 NORTHERN AV,-71.045284,42.352291
131091,0212,DEC,2018,75 NORTHERN AV,-71.045284,42.352291
131091,0212,JAN,2015,75 NORTHERN AV,-71.045284,42.352291
131091,0212,MAY,2016,75 NORTHERN AV,-71.045284,42.352291
131091,0212,AUG,2017,75 NORTHERN AV,-71.045284,42.352291
131091,0212,NOV,2017,75 NORTHERN AV,-71.045284,42.352291
131099,0212,FEB,2018,75 NORTHERN AV,-71.045284,42.352291
131099,0212,SEP,2015,75 NORTHERN AV,-71.045284,42.352291
131099,0212,SEP,2018,75 NORTHERN AV,-71.045284,42.352291
131126,0215,MAR,2016,FEDERAL ST / HIGH ST,-71.05591,42.35405
131126,0215,NOV,2015,FEDERAL ST / HIGH ST,-71.05591,42.35405
131126,0215,JAN,2018,FEDERAL ST / HIGH ST,-71.05591,42.35405
131126,0215,MAY,2015,FEDERAL ST / HIGH ST,-71.05591,42.35405
131133,0212,APR,2017,75 NORTHERN AV,-71.045284,42.352291
131133,0212,MAY,2017,75 NORTHERN AV,-71.045284,42.352291
131133,0212,MAR,2016,75 NORTHERN AV,-71.045284,42.352291
131133,0212,SEP,2017,75 NORTHERN AV,-71.045284,42.352291
131133,0212,AUG,2016,75 NORTHERN AV,-71.045284,42.352291
131134,0215,NOV,2017,FEDERAL ST / HIGH ST,-71.05591,42.35405
131134,0215,JAN,2018,FEDERAL ST / HIGH ST,-71.05591,42.35405
131134,0215,JAN,2015,FEDERAL ST / HIGH ST,-71.05591,42.35405
131134,0215,SEP,2016,FEDERAL ST / HIGH ST,-71.05591,42.35405
131134,0215,MAR,2016,FEDERAL ST / HIGH ST,-71.05591,42.35405
131152,0210,MAY,2018,241 ST BOTOLPH ST,-71.084873,42.341957
131152,0210,JUL,2016,241 ST BOTOLPH ST,-71.084873,42.341957
131152,0210,AUG,2018,241 ST BOTOLPH ST,-71.084873,42.341957
131152,0210,OCT,2016,241 ST BOTOLPH ST,-71.084873,42.341957
131152,0210,FEB,2016,241 ST BOTOLPH ST,-71.084873,42.341957
131152,0210,NOV,2016,241 ST BOTOLPH ST,-71.084873,42.341957
131152,0210,DEC,2017,241 ST BOTOLPH ST,-71.084873,42.341957
131158,0231,MAY,2015,241 A ST,-71.05111,42.34655
131158,0231,JAN,2015,241 A ST,-71.05111,42.34655
131158,0231,NOV,2018,241 A ST,-71.05111,42.34655
131158,0231,MAR,2018,241 A ST,-71.05111,42.34655
131158,0231,DEC,2016,241 A ST,-71.05111,42.34655
131158,0231,NOV,2015,241 A ST,-71.05111,42.34655
131158,0231,FEB,2017,241 A ST,-71.05111,42.34655
131161,0212,JAN,2015,75 NORTHERN AV,-71.045284,42.352291
131161,0212,MAY,2017,75 NORTHERN AV,-71.045284,42.352291
131161,0212,APR,2015,75 NORTHERN AV,-71.045284,42.352291
131161,0212,OCT,2017,75 NORTHERN AV,-71.045284,42.352291
131161,0212,DEC,2018,75 NORTHERN AV,-71.045284,42.352291
131161,0212,MAR,2017,75 NORTHERN AV,-71.045284,42.352291
131161,0212,JUN,2015,75 NORTHERN AV,-71.045284,42.352291
131162,0215,AUG,2015,FEDERAL ST / HIGH ST,-71.05591,42.35405
131162,0215,APR,2016,FEDERAL ST / HIGH ST,-71.05591,42.35405
131162,0215,NOV,2018,FEDERAL ST / HIGH ST,-71.05591,42.35405
131162,0215,JUL,2018,FEDERAL ST / HIGH ST,-71.05591,42.35405
131162,0215,NOV,2017,FEDERAL ST / HIGH ST,-71.05591,42.35405
131162,0215,MAR,2015,FEDERAL ST / HIGH ST,-71.05591,42.35405
131257,0210,SEP,2015,241 ST BOTOLPH ST,-71.084873,42.341957
131257,0210,JUL,2017,241 ST BOTOLPH ST,-71.084873,42.341957
131257,0210,NOV,2018,241 ST BOTOLPH ST,-71.084873,42.341957
131257,0210,APR,2018,241 ST BOTOLPH ST,-71.084873,42.341957
131258,0210,MAY,2018,241 ST BOTOLPH ST,-71.084873,42.341957
131258,0210,MAY,2016,241 ST BOTOLPH ST,-71.084873,42.341957
131258,0210,JUL,2015,241 ST BOTOLPH ST,-71.084873,42.341957
132320,0212,OCT,2015,75 NORTHERN AV,-71.045284,42.352291
132320,0212,JUL,2017,75 NORTHERN AV,-71.045284,42.352291
132320,0212,SEP,2017,75 NORTHERN AV,-71.045284,42.352291
132320,0212,FEB,2018,75 NORTHERN AV,-71.045284,42.352291
132554,0215,SEP,2017,FEDERAL ST / HIGH ST,-71.05591,42.35405
132554,0215,OCT,2015,FEDERAL ST / HIGH ST,-71.05591,42.35405
132554,0215,JAN,2015,FEDERAL ST / HIGH ST,-71.05591,42.35405
132554,0215,SEP,2016,FEDERAL ST / HIGH ST,-71.05591,42.35405
132554,0215,JUL,2018,FEDERAL ST / HIGH ST,-71.05591,42.35405
135106,0231,DEC,2016,241 A ST,-71.05111,42.34655
135106,0231,JUN,2015,241 A ST,-71.05111,42.34655
135182,0215,DEC,2015,FEDERAL ST / HIGH ST,-71.05591,42.35405
135182,0215,MAR,2017,FEDERAL ST / HIGH ST,-71.05591,42.35405
135182,0215,FEB,2016,FEDERAL ST / HIGH ST,-71.05591,42.35405
135182,0215,JAN,2018,FEDERAL ST / HIGH ST,-71.05591,42.35405
135182,0215,NOV,2015,FEDERAL ST / HIGH ST,-71.05591,42.35405
135182,0215,APR,2017,FEDERAL ST / HIGH ST,-71.05591,42.35405
135183,0210,NOV,2018,241 ST BOTOLPH ST,-71.084873,42.341957
135183,0210,MAR,2016,241 ST BOTOLPH ST,-71.084873,42.341957
135183,0210,AUG,2017,241 ST BOTOLPH ST,-71.084873,42.341957
135183,0210,NOV,2018,241 ST BOTOLPH ST,-71.084873,42.341957
135183,0210,JAN,2015,241 ST BOTOLPH ST,-71.084873,42.341957
135183,0210,OCT,2017,241 ST BOTOLPH ST,-71.084873,42.341957
135213,0215,APR,2016,FEDERAL ST / HIGH ST,-71.05591,42.35405
135213,0215,MAR,2017,FEDERAL ST / HIGH ST,-71.05591,42.35405
135213,0215,JUN,2018,FEDERAL ST / HIGH ST,-71.05591,42.35405
135213,0215,FEB,2016,FEDERAL ST / HIGH ST,-71.05591,42.35405
135238,0215,AUG,2018,MILK ST / PEARL ST,-71.055763,42.356907
135238,0215,MAY,2015,MILK ST / PEARL ST,-71.055763,42.356907
135238,0215,JUL,2016,MILK ST / PEARL ST,-71.055763,42.356907
135238,0215,AUG,2016,MILK ST / PEARL ST,-71.055763,42.356907
135238,0215,NOV,2016,MILK ST / PEARL ST,-71.055763,42.356907
135240,0215,FEB,2017,MILK ST / PEARL ST,-71.055763,42.356907
135240,0215,OCT,2016,MILK ST / PEARL ST,-71.055763,42.356907
135240,0215,DEC,2018,MILK ST / PEARL ST,-71.055763,42.356907
135240,0215,FEB,2016,MILK ST / PEARL ST,-71.055763,42.356907
135240,0215,MAY,2016,MILK ST / PEARL ST,-71.055763,42.356907
135240,0215,JAN,2018,MILK ST / PEARL ST,-71.055763,42.356907
135351,0215,JAN,2018,MILK ST / PEARL ST,-71.055763,42.356907
135380,0212,OCT,2015,75 NORTHERN AV,-71.045284,42.352291
135380,0212,MAR,2015,75 NORTHERN AV,-71.045284,42.352291
135380,0212,SEP,2015,75 NORTHERN AV,-71.045284,42.352291
135380,0212,APR,2018,75 NORTHERN AV,-71.045284,42.352291
135380,0212,JAN,2015,75 NORTHERN AV,-71.045284,42.352291
135380,0212,JUL,2015,75 NORTHERN AV,-71.045284,42.352291
135835,0212,SEP,2018,75 NORTHERN AV,-71.045284,42.352291
135835,0212,MAR,2018,75 NORTHERN AV,-71.045284,42.352291
136256,0215,DEC,2015,MILK ST / PEARL ST,-71.055763,42.356907
136256,0215,FEB,2015,MILK ST / PEARL ST,-71.055763,42.356907
136256,0215,NOV,2018,MILK ST / PEARL ST,-71.055763,42.356907
136256,0215,NOV,2017,MILK ST / PEARL ST,-71.055763,42.356907
136267,0231,FEB,2018,241 A ST,-71.05111,42.34655
136267,0231,AUG,2015,241 A ST,-71.05111,42.34655
136267,0231,FEB,2015,241 A ST,-71.05111,42.34655
136267,0231,SEP,2017,241 A ST,-71.05111,42.34655
136267,0231,DEC,2016,241 A ST,-71.05111,42.34655
136267,0231,JAN,2015,241 A ST,-71.05111,42.34655
136267,0231,JAN,2015,241 A ST,-71.05111,42.34655
136267,0231,APR,2017,241 A ST,-71.05111,42.34655
136267,0231,MAY,2018,241 A ST,-71.05111,42.34655
136294,0212,DEC,2015,75 NORTHERN AV,-71.045284,42.352291
136294,0212,MAR,2016,75 NORTHERN AV,-71.045284,42.352291
136294,0212,OCT,2017,75 NORTHERN AV,-71.045284,42.352291
136294,0212,FEB,2016,75 NORTHERN AV,-71.045284,42.352291
136332,0212,OCT,2015,75 NORTHERN AV,-71.045284,42.352291
136332,0212,JUL,2017,75 NORTHERN AV,-71.045284,42.352291
136333,0212,SEP,2016,75 NORTHERN AV,-71.045284,42.352291
136333,0212,DEC,2015,75 NORTHERN AV,-71.045284,42.352291
136333,0212,MAR,2017,75 NORTHERN AV,-71.045284,42.352291
136333,0212,JUL,2018,75 NORTHERN AV,-71.045284,42.352291
136333,0212,JUN,2018,75 NORTHERN AV,-71.045284,42.352291
136333,0212,OCT,2018,75 NORTHERN AV,-71.045284,42.352291
136394,0210,FEB,2017,241 ST BOTOLPH ST,-71.084873,42.341957
136394,0210,JUN,2015,241 ST BOTOLPH ST,-71.084873,42.341957
136394,0210,JAN,2018,241 ST BOTOLPH ST,-71.084873,42.341957
136424,0210,JUN,2015,241 ST BOTOLPH ST,-71.084873,42.341957
136424,0210,JUN,2018,241 ST BOTOLPH ST,-71.084873,42.341957
136424,0210,AUG,2018,241 ST BOTOLPH ST,-71.084873,42.341957
136424,0210,NOV,2017,241 ST BOTOLPH ST,-71.084873,42.341957
136424,0210,MAY,2016,103 ARCH ST,-71.05886,42.35487
136500,0212,FEB,2015,75 NORTHERN AV,-71.045284,42.352291
136500,0212,OCT,2018,75 NORTHERN AV,-71.045284,42.352291
136500,0212,AUG,2017,CHARLES ST / BEACON ST,-71.070508,42.358595
136500,0212,JUL,2017,CHARLES ST / BEACON ST,-71.070508,42.358595
136500,0212,DEC,2018,CHARLES ST / BEACON ST,-71.070508,42.358595
136726,0210,DEC,2015,103 ARCH ST,-71.05886,42.35487
136726,0210,DEC,2016,103 ARCH ST,-71.05886,42.35487
136726,0210,APR,2016,103 ARCH ST,-71.05886,42.35487
136726,0210,JUN,2015,103 ARCH ST,-71.05886,42.35487
136726,0210,AUG,2016,103 ARCH ST,-71.05886,42.35487
136744,0212,OCT,2016,CHARLES ST / BEACON ST,-71.070508,42.358595
136744,0212,JAN,2015,CHARLES ST / BEACON ST,-71.070508,42.358595
136744,0212,SEP,2015,CHARLES ST / BEACON ST,-71.070508,42.358595
136744,0212,MAR,2016,CHARLES ST / BEACON ST,-71.070508,42.358595
136744,0212,JUN,2018,CHARLES ST / BEACON ST,-71.070508,42.358595
136977,0215,OCT,2015,MILK ST / PEARL ST,-71.055763,42.356907
136977,0215,JUL,2015,MILK ST / PEARL ST,-71.055763,42.356907
136977,0215,JUN,2015,MILK ST / PEARL ST,-71.055763,42.356907
136977,0215,JUL,2016,MILK ST / PEARL ST,-71.055763,42.356907
136977,0215,AUG,2015,MILK ST / PEARL ST,-71.055763,42.356907
136977,0215,MAR,2018,MILK ST / PEARL ST,-71.055763,42.356907
136999,0210,FEB,2015,103 ARCH ST,-71.05886,42.35487
136999,0210,OCT,2017,103 ARCH ST,-71.05886,42.35487
136999,0210,APR,2018,103 ARCH ST,-71.05886,42.35487
136999,0210,FEB,2015,103 ARCH ST,-71.05886,42.35487
137002,0212,MAR,2015,CHARLES ST / BEACON ST,-71.070508,42.358595
137002,0212,DEC,2015,CHARLES ST / BEACON ST,-71.070508,42.358595
137002,0212,JAN,2015,CHARLES ST / BEACON ST,-71.070508,42.358595
137014,0212,MAY,2018,CHARLES ST / BEACON ST,-71.070508,42.358595
137014,0212,JUN,2016,CHARLES ST / BEACON ST,-71.070508,42.358595
137087,0210,APR,2017,103 ARCH ST,-71.05886,42.35487
137087,0210,JUL,2017,103 ARCH ST,-71.05886,42.35487
137167,0212,DEC,2016,CHARLES ST / BEACON ST,-71.070508,42.358595
137167,0212,JAN,2015,CHARLES ST / BEACON ST,-71.070508,42.358595
137169,0212,SEP,2016,CHARLES ST / BEACON ST,-71.070508,42.358595
137169,0212,DEC,2018,CHARLES ST / BEACON ST,-71.070508,42.358595
137169,0212,MAR,2016,CHARLES ST / BEACON ST,-71.070508,42.358595
137172,0231,MAY,2016,241 A ST,-71.05111,42.34655
137172,0231,NOV,2016,241 A ST,-71.05111,42.34655
137172,0231,NOV,2017,241 A ST,-71.05111,42.34655
137172,0231,AUG,2017,241 A ST,-71.05111,42.34655
137172,0231,APR,2016,241 A ST,-71.05111,42.34655
137172,0231,OCT,2015,241 A ST,-71.05111,42.34655
137186,0212,MAR,2017,CHARLES ST / BEACON ST,-71.070508,42.358595
137202,0212,AUG,2018,CHARLES ST / BEACON ST,-71.070508,42.358595
