Car No,Expense Center,Month,Year,location,lon,lat
512099,0212,DEC,2018,201 NEWBURY ST,-71.08044,42.35041
512099,0212,MAR,2016,201 NEWBURY ST,-71.08044,42.35041
512099,0212,APR,2016,201 NEWBURY ST,-71.08044,42.35041
512099,0212,DEC,2016,201 NEWBURY ST,-71.08044,42.35041
512647,0231,DEC,2016,70 FRANKLIN ST,-71.1332,42.35806
512647,0231,OCT,2016,70 FRANKLIN ST,-71.1332,42.35806
512647,0231,MAY,2018,70 FRANKLIN ST,-71.1332,42.35806
512647,0231,JAN,2017,70 FRANKLIN ST,-71.1332,42.35806
512647,0231,DEC,2018,70 FRANKLIN ST,-71.1332,42.35806
512666,0210,NOV,2016,STUART ST / BERKELEY ST,-71.06747,42.35041
512666,0210,JUL,2015,STUART ST / BERKELEY ST,-71.06747,42.35041
512666,0210,JAN,2017,STUART ST / BERKELEY ST,-71.06747,42.35041
512666,0210,OCT,2015,110 HIGH ST,-71.05443,42.35501
572615,0215,FEB,2018,175 CAMBRIDGE ST,-71.065728,42.361547
572615,0215,DEC,2015,175 CAMBRIDGE ST,-71.065728,42.361547
572615,0215,JUL,2017,175 CAMBRIDGE ST,-71.065728,42.361547
572615,0215,APR,2018,175 CAMBRIDGE ST,-71.065728,42.361547
572615,0215,JUL,2015,175 CAMBRIDGE ST,-71.065728,42.361547
573401,0231,JUN,2015,70 FRANKLIN ST,-71.1332,42.35806
573401,0231,MAR,2015,70 FRANKLIN ST,-71.1332,42.35806
573401,0231,DEC,2017,70 FRANKLIN ST,-71.1332,42.35806
573401,0231,AUG,2015,70 FRANKLIN ST,-71.1332,42.35806
573401,0231,NOV,2015,70 FRANKLIN ST,-71.1332,42.35806
573401,0231,SEP,2017,70 FRANKLIN ST,-71.1332,42.35806
575518,0231,SEP,2017,70 FRANKLIN ST,-71.1332,42.35806
575518,0231,DEC,2017,EAST SERVICE RD / CONGRESS ST,-71.04934,42.35063
575518,0231,AUG,2016,EAST SERVICE RD / CONGRESS ST,-71.04934,42.35063
575976,0215,NOV,2016,175 CAMBRIDGE ST,-71.065728,42.361547
575976,0215,DEC,2018,ARCH ST / SUMMER ST,-72.022146,44.420711
575976,0215,MAR,2015,ARCH ST / SUMMER ST,-72.022146,44.420711
575976,0215,DEC,2015,ARCH ST / SUMMER ST,-72.022146,44.420711
575976,0215,NOV,2017,ARCH ST / SUMMER ST,-72.022146,44.420711
652458,0212,DEC,2016,33 GAINSBOROUGH ST,-71.08594,42.34126
652458,0212,APR,2015,33 GAINSBOROUGH ST,-71.08594,42.34126
652458,0212,NOV,2017,33 GAINSBOROUGH ST,-71.08594,42.34126
652458,0212,DEC,2017,33 GAINSBOROUGH ST,-71.08594,42.34126
652458,0212,OCT,2018,33 GAINSBOROUGH ST,-71.08594,42.34126
652458,0212,DEC,2018,33 GAINSBOROUGH ST,-71.08594,42.34126
652458,0212,MAR,2018,33 GAINSBOROUGH ST,-71.08594,42.34126
653361,0215,DEC,2017,ARCH ST / SUMMER ST,-72.022146,44.420711
653361,0215,APR,2016,ARCH ST / SUMMER ST,-72.022146,44.420711
653361,0215,FEB,2015,ARCH ST / SUMMER ST,-72.022146,44.420711
653361,0215,JUL,2017,ARCH ST / SUMMER ST,-72.022146,44.420711
653361,0215,JAN,2017,ARCH ST / SUMMER ST,-72.022146,44.420711
653361,0215,AUG,2018,ARCH ST / SUMMER ST,-72.022146,44.420711
653361,0215,SEP,2015,ARCH ST / SUMMER ST,-72.022146,44.420711
653363,0215,NOV,2016,ARCH ST / SUMMER ST,-72.022146,44.420711
653363,0215,JUL,2016,ARCH ST / SUMMER ST,-72.022146,44.420711
653363,0215,MAY,2018,ARCH ST / SUMMER ST,-72.022146,44.420711
653363,0215,OCT,2016,ARCH ST / SUMMER ST,-72.022146,44.420711
653363,0215,JAN,2018,ARCH ST / SUMMER ST,-72.022146,44.420711
653756,0215,DEC,2018,ARCH ST / SUMMER ST,-72.022146,44.420711
653756,0215,NOV,2015,ARCH ST / SUMMER ST,-72.022146,44.420711
653756,0215,DEC,2016,ARCH ST / SUMMER ST,-72.022146,44.420711
653756,0215,OCT,2015,ARCH ST / SUMMER ST,-72.022146,44.420711
653757,0210,DEC,2015,110 HIGH ST,-71.05443,42.35501
653757,0210,DEC,2016,110 HIGH ST,-71.05443,42.35501
653757,0210,JAN,2017,110 HIGH ST,-71.05443,42.35501
653757,0210,MAR,2016,110 HIGH ST,-71.05443,42.35501
654069,0215,AUG,2015,ARCH ST / SUMMER ST,-72.022146,44.420711
654069,0215,JAN,2017,ARCH ST / SUMMER ST,-72.022146,44.420711
654069,0215,JUL,2015,EAST SERVICE RD / SEAPORT BLVD,-71.04123,42.34921
654069,0215,AUG,2017,EAST SERVICE RD / SEAPORT BLVD,-71.04123,42.34921
654069,0215,DEC,2017,EAST SERVICE RD / SEAPORT BLVD,-71.04123,42.34921
654069,0215,MAR,2015,EAST SERVICE RD / SEAPORT BLVD,-71.04123,42.34921
654074,0212,DEC,2015,33 GAINSBOROUGH ST,-71.08594,42.34126
654074,0212,SEP,2016,33 GAINSBOROUGH ST,-71.08594,42.34126
654074,0212,JUN,2018,33 GAINSBOROUGH ST,-71.08594,42.34126
654074,0212,JUL,2018,33 GAINSBOROUGH ST,-71.08594,42.34126
654074,0212,AUG,2016,33 GAINSBOROUGH ST,-71.08594,42.34126
654074,0212,NOV,2016,33 GAINSBOROUGH ST,-71.08594,42.34126
654076,0231,DEC,2018,EAST SERVICE RD / CONGRESS ST,-71.04934,42.35063
654076,0231,DEC,2016,EAST SERVICE RD / CONGRESS ST,-71.04934,42.35063
654076,0231,JUN,2017,EAST SERVICE RD / CONGRESS ST,-71.04934,42.35063
654076,0231,NOV,2015,EAST SERVICE RD / CONGRESS ST,-71.04934,42.35063
654076,0231,JUN,2016,EAST SERVICE RD / CONGRESS ST,-71.04934,42.35063
654076,0231,APR,2016,EAST SERVICE RD / CONGRESS ST,-71.04934,42.35063
654076,0231,DEC,2016,EAST SERVICE RD / CONGRESS ST,-71.04934,42.35063
654077,0215,DEC,2018,EAST SERVICE RD / SEAPORT BLVD,-71.04123,42.34921
654077,0215,JUL,2016,EAST SERVICE RD / SEAPORT BLVD,-71.04123,42.34921
654077,0215,JUN,2018,EAST SERVICE RD / SEAPORT BLVD,-71.04123,42.34921
654077,0215,JAN,2017,EAST SERVICE RD / SEAPORT BLVD,-71.04123,42.34921
654077,0215,MAR,2018,EAST SERVICE RD / SEAPORT BLVD,-71.04123,42.34921
654077,0215,NOV,2017,EAST SERVICE RD / SEAPORT BLVD,-71.04123,42.34921
655335,0231,FEB,2015,EAST SERVICE RD / CONGRESS ST,-71.04934,42.35063
655335,0231,JUL,2015,EAST SERVICE RD / CONGRESS ST,-71.04934,42.35063
655335,0231,SEP,2018,EAST SERVICE RD / CONGRESS ST,-71.04934,42.35063
655335,0231,JAN,2018,EAST SERVICE RD / CONGRESS ST,-71.04934,42.35063
655335,0231,SEP,2016,EAST SERVICE RD / CONGRESS ST,-71.04934,42.35063
655616,0215,NOV,2017,EAST SERVICE RD / SEAPORT BLVD,-71.04123,42.34921
655616,0215,MAY,2018,EAST SERVICE RD / SEAPORT BLVD,-71.04123,42.34921
655616,0215,MAR,2015,EAST SERVICE RD / SEAPORT BLVD,-71.04123,42.34921
655616,0215,FEB,2015,EAST SERVICE RD / SEAPORT BLVD,-71.04123,42.34921
655616,0215,DEC,2018,EAST SERVICE RD / SEAPORT BLVD,-71.04123,42.34921
656089,0210,OCT,2016,110 HIGH ST,-71.05443,42.35501
656089,0210,NOV,2018,110 HIGH ST,-71.05443,42.35501
656089,0210,NOV,2016,110 HIGH ST,-71.05443,42.35501
656089,0210,JAN,2018,110 HIGH ST,-71.05443,42.35501
656089,0210,DEC,2018,110 HIGH ST,-71.05443,42.35501
656089,0210,APR,2018,110 HIGH ST,-71.05443,42.35501
656090,0215,OCT,2018,EAST SERVICE RD / SEAPORT BLVD,-71.04123,42.34921
656090,0215,DEC,2017,EAST SERVICE RD / SEAPORT BLVD,-71.04123,42.34921
656090,0215,FEB,2015,EAST SERVICE RD / SEAPORT BLVD,-71.04123,42.34921
656090,0215,SEP,2017,EAST SERVICE RD / SEAPORT BLVD,-71.04123,42.34921
656274,0231,JUN,2017,EAST SERVICE RD / CONGRESS ST,-71.04934,42.35063
656274,0231,DEC,2017,EAST SERVICE RD / CONGRESS ST,-71.04934,42.35063
656274,0231,FEB,2018,EAST SERVICE RD / CONGRESS ST,-71.04934,42.35063
656274,0231,DEC,2015,EAST SERVICE RD / CONGRESS ST,-71.04934,42.35063
656275,0210,OCT,2015,110 HIGH ST,-71.05443,42.35501
656275,0210,APR,2015,110 HIGH ST,-71.05443,42.35501
656275,0210,NOV,2016,110 HIGH ST,-71.05443,42.35501
656275,0210,NOV,2015,110 HIGH ST,-71.05443,42.35501
656276,0210,DEC,2018,110 HIGH ST,-71.05443,42.35501
656276,0210,AUG,2015,110 HIGH ST,-71.05443,42.35501
656276,0210,MAR,2016,110 HIGH ST,-71.05443,42.35501
656276,0210,AUG,2016,110 HIGH ST,-71.05443,42.35501
656276,0210,DEC,2015,110 HIGH ST,-71.05443,42.35501
656276,0210,APR,2016,110 HIGH ST,-71.05443,42.35501
656276,0210,JUL,2017,110 HIGH ST,-71.05443,42.35501
656276,0210,DEC,2016,110 HIGH ST,-71.05443,42.35501
656279,0215,DEC,2016,EAST SERVICE RD / SEAPORT BLVD,-71.04123,42.34921
656279,0215,JUN,2015,EAST SERVICE RD / SEAPORT BLVD,-71.04123,42.34921
656279,0215,JUL,2015,EAST SERVICE RD / SEAPORT BLVD,-71.04123,42.34921
656279,0215,MAR,2018,EVANS WY / FENWAY,-71.097874,42.33775
656930,0210,JUL,2016,126 HIGH ST,-71.05388,42.35554
656930,0210,DEC,2017,126 HIGH ST,-71.05388,42.35554
656930,0210,AUG,2017,126 HIGH ST,-71.05388,42.35554
656931,0210,NOV,2017,126 HIGH ST,-71.05388,42.35554
656931,0210,MAY,2018,126 HIGH ST,-71.05388,42.35554
656931,0210,MAR,2015,126 HIGH ST,-71.05388,42.35554
656931,0210,DEC,2015,126 HIGH ST,-71.05388,42.35554
656931,0210,JUL,2018,126 HIGH ST,-71.05388,42.35554
656931,0210,AUG,2018,126 HIGH ST,-71.05388,42.35554
656933,0210,NOV,2015,126 HIGH ST,-71.05388,42.35554
656933,0210,DEC,2015,126 HIGH ST,-71.05388,42.35554
656933,0210,NOV,2018,126 HIGH ST,-71.05388,42.35554
656933,0210,NOV,2017,126 HIGH ST,-71.05388,42.35554
656933,0210,SEP,2016,126 HIGH ST,-71.05388,42.35554
656935,0215,SEP,2018,OPP 161 DEVONSHIRE ST,-71.05755,42.35638
656935,0215,OCT,2016,OPP 161 DEVONSHIRE ST,-71.05755,42.35638
656935,0215,DEC,2017,OPP 161 DEVONSHIRE ST,-71.05755,42.35638
656935,0215,FEB,2017,OPP 161 DEVONSHIRE ST,-71.05755,42.35638
656935,0215,SEP,2016,OPP 161 DEVONSHIRE ST,-71.05755,42.35638
656935,0215,DEC,2018,OPP 161 DEVONSHIRE ST,-71.05755,42.35638
656939,0215,NOV,2016,OPP 161 DEVONSHIRE ST,-71.05755,42.35638
656939,0215,OCT,2018,OPP 161 DEVONSHIRE ST,-71.05755,42.35638
656939,0215,DEC,2016,OPP 161 DEVONSHIRE ST,-71.05755,42.35638
656939,0215,JUL,2016,OPP 161 DEVONSHIRE ST,-71.05755,42.35638
656939,0215,DEC,2017,OPP 161 DEVONSHIRE ST,-71.05755,42.35638
657141,0215,FEB,2017,OPP 161 DEVONSHIRE ST,-71.05755,42.35638
657141,0215,DEC,2018,OPP 161 DEVONSHIRE ST,-71.05755,42.35638
657141,0215,JUL,2017,OPP 161 DEVONSHIRE ST,-71.05755,42.35638
657141,0215,JAN,2018,OPP 161 DEVONSHIRE ST,-71.05755,42.35638
657141,0215,JUN,2018,OPP 161 DEVONSHIRE ST,-71.05755,42.35638
657142,0210,AUG,2015,126 HIGH ST,-71.05388,42.35554
657142,0210,NOV,2015,126 HIGH ST,-71.05388,42.35554
657142,0210,OCT,2015,126 HIGH ST,-71.05388,42.35554
657142,0210,APR,2016,126 HIGH ST,-71.05388,42.35554
657142,0210,AUG,2016,126 HIGH ST,-71.05388,42.35554
657142,0210,APR,2018,126 HIGH ST,-71.05388,42.35554
657142,0210,JAN,2018,126 HIGH ST,-71.05388,42.35554
657142,0210,NOV,2016,126 HIGH ST,-71.05388,42.35554
657205,0231,JUN,2017,EAST SERVICE RD / CONGRESS ST,-71.04934,42.35063
657205,0231,JUL,2015,EAST SERVICE RD / CONGRESS ST,-71.04934,42.35063
657205,0231,JUL,2016,EAST SERVICE RD / CONGRESS ST,-71.04934,42.35063
657205,0231,DEC,2016,EAST SERVICE RD / CONGRESS ST,-71.04934,42.35063
657205,0231,SEP,2015,EAST SERVICE RD / CONGRESS ST,-71.04934,42.35063
657205,0231,MAR,2016,EAST SERVICE RD / CONGRESS ST,-71.04934,42.35063
657395,0210,OCT,2017,126 HIGH ST,-71.05388,42.35554
657395,0210,NOV,2018,126 NEWBURY ST,-71.07639,42.351
657395,0210,NOV,2018,126 NEWBURY ST,-71.07639,42.351
657395,0210,MAR,2018,126 NEWBURY ST,-71.07639,42.351
657395,0210,NOV,2017,126 NEWBURY ST,-71.07639,42.351
657395,0210,NOV,2016,126 NEWBURY ST,-71.07639,42.351
657396,0231,FEB,2018,HIGH ST / OLIVER ST,-71.05269,42.35511
657396,0231,DEC,2018,HIGH ST / OLIVER ST,-71.05269,42.35511
657396,0231,DEC,2015,HIGH ST / OLIVER ST,-71.05269,42.35511
657396,0231,DEC,2015,HIGH ST / OLIVER ST,-71.05269,42.35511
657396,0231,APR,2015,HIGH ST / OLIVER ST,-71.05269,42.35511
657595,0231,DEC,2018,HIGH ST / OLIVER ST,-71.05269,42.35511
657595,0231,DEC,2017,HIGH ST / OLIVER ST,-71.05269,42.35511
657595,0231,MAY,2018,HIGH ST / OLIVER ST,-71.05269,42.35511
657595,0231,AUG,2018,HIGH ST / OLIVER ST,-71.05269,42.35511
657595,0231,NOV,2015,HIGH ST / OLIVER ST,-71.05269,42.35511
657595,0231,APR,2017,HIGH ST / OLIVER ST,-71.05269,42.35511
657608,0210,MAR,2015,126 NEWBURY ST,-71.07639,42.351
657608,0210,DEC,2017,126 NEWBURY ST,-71.07639,42.351
657608,0210,OCT,2018,126 NEWBURY ST,-71.07639,42.351
657608,0210,MAR,2016,126 NEWBURY ST,-71.07639,42.351
657608,0210,JUL,2015,126 NEWBURY ST,-71.07639,42.351
657608,0210,JUN,2018,126 NEWBURY ST,-71.07639,42.351
657767,0215,NOV,2018,OPP 161 DEVONSHIRE ST,-71.05755,42.35638
657767,0215,JUL,2018,OPP 161 DEVONSHIRE ST,-71.05755,42.35638
657767,0215,JUL,2015,OPP 161 DEVONSHIRE ST,-71.05755,42.35638
657767,0215,APR,2016,OPP 161 DEVONSHIRE ST,-71.05755,42.35638
657767,0215,JUN,2017,OPP 161 DEVONSHIRE ST,-71.05755,42.35638
657767,0215,DEC,2016,OPP 161 DEVONSHIRE ST,-71.05755,42.35638
657859,0215,SEP,2016,500 PARKER ST,-71.092816,42.337831
657859,0215,MAR,2015,500 PARKER ST,-71.092816,42.337831
657859,0215,DEC,2018,500 PARKER ST,-71.092816,42.337831
657859,0215,JUN,2018,500 PARKER ST,-71.092816,42.337831
657859,0215,NOV,2018,500 PARKER ST,-71.092816,42.337831
657859,0215,DEC,2018,500 PARKER ST,-71.092816,42.337831
658097,0215,SEP,2018,500 PARKER ST,-71.092816,42.337831
658097,0215,FEB,2018,500 PARKER ST,-71.092816,42.337831
658097,0215,NOV,2016,500 PARKER ST,-71.092816,42.337831
658097,0215,JUL,2018,500 PARKER ST,-71.092816,42.337831
658099,0215,DEC,2018,500 PARKER ST,-71.092816,42.337831
658099,0215,JUN,2016,500 PARKER ST,-71.092816,42.337831
658099,0215,OCT,2016,500 PARKER ST,-71.092816,42.337831
658099,0215,JUL,2017,500 PARKER ST,-71.092816,42.337831
658099,0215,MAR,2017,500 PARKER ST,-71.092816,42.337831
658101,0231,AUG,2015,HIGH ST / OLIVER ST,-71.05269,42.35511
658101,0231,NOV,2017,HIGH ST / OLIVER ST,-71.05269,42.35511
658101,0231,NOV,2016,HIGH ST / OLIVER ST,-71.05269,42.35511
658101,0231,OCT,2015,HIGH ST / OLIVER ST,-71.05269,42.35511
658101,0231,FEB,2017,HIGH ST / OLIVER ST,-71.05269,42.35511
658101,0231,JUL,2016,HIGH ST / OLIVER ST,-71.05269,42.35511
658106,0210,NOV,2015,126 NEWBURY ST,-71.07639,42.351
658106,0210,JUL,2016,126 NEWBURY ST,-71.07639,42.351
658106,0210,MAR,2018,126 NEWBURY ST,-71.07639,42.351
658111,0215,MAR,2018,500 PARKER ST,-71.092816,42.337831
658111,0215,DEC,2016,500 PARKER ST,-71.092816,42.337831
658111,0215,DEC,2017,500 PARKER ST,-71.092816,42.337831
658402,0212,NOV,2016,33 GAINSBOROUGH ST,-71.08594,42.34126
658402,0212,JUL,2015,33 GAINSBOROUGH ST,-71.08594,42.34126
658402,0212,SEP,2016,33 GAINSBOROUGH ST,-71.08594,42.34126
658402,0212,DEC,2017,33 GAINSBOROUGH ST,-71.08594,42.34126
658402,0212,JUN,2017,201 NEWBURY ST,-71.08044,42.35041
658402,0212,NOV,2017,201 NEWBURY ST,-71.08044,42.35041
658749,0215,DEC,2018,500 PARKER ST,-71.092816,42.337831
658749,0215,APR,2016,500 PARKER ST,-71.092816,42.337831
658749,0215,DEC,2015,500 PARKER ST,-71.092816,42.337831
658749,0215,DEC,2015,736 CAMBRIDGE ST,-71.147681,42.348958
664276,0210,MAY,2018,126 NEWBURY ST,-71.07639,42.351
664276,0210,MAR,2015,126 NEWBURY ST,-71.07639,42.351
664276,0210,DEC,2016,126 NEWBURY ST,-71.07639,42.351
664276,0210,APR,2018,126 NEWBURY ST,-71.07639,42.351
664276,0210,NOV,2018,126 NEWBURY ST,-71.07639,42.351
664276,0210,JAN,2018,126 NEWBURY ST,-71.07639,42.351
671994,0231,SEP,2017,HIGH ST / OLIVER ST,-71.05269,42.35511
671994,0231,NOV,2016,HIGH ST / OLIVER ST,-71.05269,42.35511
671994,0231,OCT,2015,HIGH ST / OLIVER ST,-71.05269,42.35511
671994,0231,APR,2017,HIGH ST / OLIVER ST,-71.05269,42.35511
671994,0231,JUL,2017,HIGH ST / OLIVER ST,-71.05269,42.35511
672169,0215,NOV,2018,736 CAMBRIDGE ST,-71.147681,42.348958
672169,0215,APR,2015,736 CAMBRIDGE ST,-71.147681,42.348958
672169,0215,OCT,2016,736 CAMBRIDGE ST,-71.147681,42.348958
672169,0215,DEC,2018,736 CAMBRIDGE ST,-71.147681,42.348958
672169,0215,AUG,2018,736 CAMBRIDGE ST,-71.147681,42.348958
672173,0212,NOV,2015,201 NEWBURY ST,-71.08044,42.35041
672173,0212,JAN,2018,201 NEWBURY ST,-71.08044,42.35041
672173,0212,NOV,2017,201 NEWBURY ST,-71.08044,42.35041
672173,0212,JUL,2017,201 NEWBURY ST,-71.08044,42.35041
672173,0212,MAR,2017,201 NEWBURY ST,-71.08044,42.35041
672173,0212,JUL,2015,201 NEWBURY ST,-71.08044,42.35041
672173,0212,OCT,2018,201 NEWBURY ST,-71.08044,42.35041
672202,0215,FEB,2017,736 CAMBRIDGE ST,-71.147681,42.348958
672202,0215,SEP,2015,736 CAMBRIDGE ST,-71.147681,42.348958
672202,0215,FEB,2018,736 CAMBRIDGE ST,-71.147681,42.348958
672202,0215,JUN,2016,736 CAMBRIDGE ST,-71.147681,42.348958
672202,0215,AUG,2015,736 CAMBRIDGE ST,-71.147681,42.348958
672210,0215,SEP,2018,736 CAMBRIDGE ST,-71.147681,42.348958
672210,0215,DEC,2017,736 CAMBRIDGE ST,-71.147681,42.348958
672210,0215,APR,2018,736 CAMBRIDGE ST,-71.147681,42.348958
672210,0215,MAR,2018,736 CAMBRIDGE ST,-71.147681,42.348958
672210,0215,DEC,2016,736 CAMBRIDGE ST,-71.147681,42.348958
673361,0231,NOV,2015,HIGH ST / OLIVER ST,-71.05269,42.35511
676258,0215,MAY,2015,736 CAMBRIDGE ST,-71.147681,42.348958
676258,0215,DEC,2016,736 CAMBRIDGE ST,-71.147681,42.348958
676258,0215,NOV,2016,736 CAMBRIDGE ST,-71.147681,42.348958
676258,0215,DEC,2017,736 CAMBRIDGE ST,-71.147681,42.348958
676292,0231,FEB,2017,HIGH ST / OLIVER ST,-71.05269,42.35511
676292,0231,MAY,2018,SUMMER ST / WORLD TRADE CENTER AVE,-71.0424,42.3486
676292,0231,JUL,2016,SUMMER ST / WORLD TRADE CENTER AVE,-71.0424,42.3486
676292,0231,NOV,2016,SUMMER ST / WORLD TRADE CENTER AVE,-71.0424,42.3486
676292,0231,JUL,2015,SUMMER ST / WORLD TRADE CENTER AVE,-71.0424,42.3486
676292,0231,DEC,2018,SUMMER ST / WORLD TRADE CENTER AVE,-71.0424,42.3486
676292,0231,JUL,2016,SUMMER ST / WORLD TRADE CENTER AVE,-71.0424,42.3486
676292,0231,DEC,2015,SUMMER ST / WORLD TRADE CENTER AVE,-71.0424,42.3486
676292,0231,MAR,2015,SUMMER ST / WORLD TRADE CENTER AVE,-71.0424,42.3486
676292,0231,NOV,2018,SUMMER ST / WORLD TRADE CENTER AVE,-71.0424,42.3486
676360,0231,NOV,2017,SUMMER ST / WORLD TRADE CENTER AVE,-71.0424,42.3486
676360,0231,AUG,2018,SUMMER ST / WORLD TRADE CENTER AVE,-71.0424,42.3486
676360,0231,SEP,2016,SUMMER ST / WORLD TRADE CENTER AVE,-71.0424,42.3486
676360,0231,APR,2016,SUMMER ST / WORLD TRADE CENTER AVE,-71.0424,42.3486
676360,0231,MAR,2016,SUMMER ST / WORLD TRADE CENTER AVE,-71.0424,42.3486
676360,0231,DEC,2016,SUMMER ST / WORLD TRADE CENTER AVE,-71.0424,42.3486
676361,0231,OCT,2017,SUMMER ST / WORLD TRADE CENTER AVE,-71.0424,42.3486
676361,0231,NOV,2017,SUMMER ST / WORLD TRADE CENTER AVE,-71.0424,42.3486
676361,0231,DEC,2016,SUMMER ST / WORLD TRADE CENTER AVE,-71.0424,42.3486
676361,0231,MAY,2015,SUMMER ST / WORLD TRADE CENTER AVE,-71.0424,42.3486
676361,0231,MAR,2017,SUMMER ST / WORLD TRADE CENTER AVE,-71.0424,42.3486
676361,0231,FEB,2018,SUMMER ST / WORLD TRADE CENTER AVE,-71.0424,42.3486
676394,0231,MAR,2015,SUMMER ST / WORLD TRADE CENTER AVE,-71.0424,42.3486
676394,0231,NOV,2018,SUMMER ST / WORLD TRADE CENTER AVE,-71.0424,42.3486
676394,0231,SEP,2016,SUMMER ST / WORLD TRADE CENTER AVE,-71.0424,42.3486
676394,0231,JAN,2018,500 BOYLSTON ST C-B,-71.07438,42.35074
676394,0231,DEC,2016,500 BOYLSTON ST C-B,-71.07438,42.35074
676394,0231,MAR,2015,500 BOYLSTON ST C-B,-71.07438,42.35074
676394,0231,JAN,2018,500 BOYLSTON ST C-B,-71.07438,42.35074
806796,0231,SEP,2018,500 BOYLSTON ST C-B,-71.07438,42.35074
806796,0231,NOV,2015,500 BOYLSTON ST C-B,-71.07438,42.35074
806796,0231,MAY,2015,500 BOYLSTON ST C-B,-71.07438,42.35074
806796,0231,DEC,2018,500 BOYLSTON ST C-B,-71.07438,42.35074
806796,0231,NOV,2016,500 BOYLSTON ST C-B,-71.07438,42.35074
854182,0231,DEC,2017,500 BOYLSTON ST C-B,-71.07438,42.35074
854182,0231,JAN,2017,500 BOYLSTON ST C-B,-71.07438,42.35074
854182,0231,OCT,2016,500 BOYLSTON ST C-B,-71.07438,42.35074
855159,0215,DEC,2018,736 CAMBRIDGE ST,-71.147681,42.348958
855159,0215,APR,2015,BATTERYMARCH ST / MILK ST,-71.057649,42.356882
855159,0215,FEB,2017,BATTERYMARCH ST / MILK ST,-71.057649,42.356882
855159,0215,MAR,2018,BATTERYMARCH ST / MILK ST,-71.057649,42.356882
855159,0215,SEP,2017,BATTERYMARCH ST / MILK ST,-71.057649,42.356882
855159,0215,JAN,2017,BATTERYMARCH ST / MILK ST,-71.057649,42.356882
855163,0215,NOV,2016,BATTERYMARCH ST / MILK ST,-71.057649,42.356882
855163,0215,DEC,2018,BERKELEY ST / COLUMBUS AVE,-71.071717,42.348569
855163,0215,MAR,2015,BERKELEY ST / COLUMBUS AVE,-71.071717,42.348569
855163,0215,DEC,2017,BERKELEY ST / COLUMBUS AVE,-71.071717,42.348569
856801,0215,MAY,2018,BERKELEY ST / COLUMBUS AVE,-71.071717,42.348569
856801,0215,APR,2017,BERKELEY ST / COLUMBUS AVE,-71.071717,42.348569
856801,0215,SEP,2017,BERKELEY ST / COLUMBUS AVE,-71.071717,42.348569
856801,0215,FEB,2018,BERKELEY ST / COLUMBUS AVE,-71.071717,42.348569
856801,0215,NOV,2015,BERKELEY ST / COLUMBUS AVE,-71.071717,42.348569
856801,0215,AUG,2015,BERKELEY ST / COLUMBUS AVE,-71.071717,42.348569
857222,0210,FEB,2017,126 NEWBURY ST,-71.07639,42.351
857222,0210,DEC,2018,126 NEWBURY ST,-71.07639,42.351
857222,0210,NOV,2018,126 NEWBURY ST,-71.07639,42.351
857222,0210,DEC,2015,136 HARRISON AVE,-71.06151,42.35013
857222,0210,MAY,2018,136 HARRISON AVE,-71.06151,42.35013
857302,0215,JUN,2017,BERKELEY ST / COLUMBUS AVE,-71.071717,42.348569
857302,0215,JUL,2015,BERKELEY ST / COLUMBUS AVE,-71.071717,42.348569
857302,0215,JUN,2017,BERKELEY ST / COLUMBUS AVE,-71.071717,42.348569
857302,0215,AUG,2018,BERKELEY ST / COLUMBUS AVE,-71.071717,42.348569
857975,0231,JUN,2016,500 BOYLSTON ST C-B,-71.07438,42.35074
857975,0231,DEC,2018,500 BOYLSTON ST C-B,-71.07438,42.35074
857975,0231,JAN,2017,500 BOYLSTON ST C-B,-71.07438,42.35074
857975,0231,MAY,2015,500 BOYLSTON ST C-B,-71.07438,42.35074
857975,0231,JUL,2015,500 BOYLSTON ST C-B,-71.07438,42.35074
857975,0231,NOV,2017,500 BOYLSTON ST C-B,-71.07438,42.35074
857975,0231,DEC,2017,500 BOYLSTON ST C-B,-71.07438,42.35074
857975,0231,MAR,2017,500 BOYLSTON ST C-B,-71.07438,42.35074
857975,0231,MAY,2015,500 BOYLSTON ST C-B,-71.07438,42.35074
857990,0231,JAN,2018,500 BOYLSTON ST C-B,-71.07438,42.35074
857990,0231,DEC,2016,8 GARRISON ST,-71.07962,42.346187
857990,0231,NOV,2016,8 GARRISON ST,-71.07962,42.346187
857990,0231,NOV,2017,8 GARRISON ST,-71.07962,42.346187
857996,0212,SEP,2015,201 NEWBURY ST,-71.08044,42.35041
857996,0212,APR,2016,201 NEWBURY ST,-71.08044,42.35041
857996,0212,NOV,2016,201 NEWBURY ST,-71.08044,42.35041
857996,0212,NOV,2018,201 NEWBURY ST,-71.08044,42.35041
857996,0212,NOV,2015,201 NEWBURY ST,-71.08044,42.35041
857996,0212,NOV,2016,201 NEWBURY ST,-71.08044,42.35041
857999,0231,SEP,2016,8 GARRISON ST,-71.07962,42.346187
857999,0231,FEB,2017,8 GARRISON ST,-71.07962,42.346187
857999,0231,DEC,2016,8 GARRISON ST,-71.07962,42.346187
857999,0231,SEP,2016,8 GARRISON ST,-71.07962,42.346187
857999,0231,MAR,2015,8 GARRISON ST,-71.07962,42.346187
857999,0231,DEC,2018,8 GARRISON ST,-71.07962,42.346187
857999,0231,NOV,2018,8 GARRISON ST,-71.07962,42.346187
857999,0231,DEC,2018,8 GARRISON ST,-71.07962,42.346187
